Type 1_first,Type 2_first,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
1,12,12,12,-4,235,11,31,3,0,1
17,7,4,12,0,-158,-51,-10,4,0,1
6,5,0,7,8,1380,78,72,2,0,0
17,12,1,5,-7,-220,-112,-193,-4,0,1
6,5,13,7,-9,-555,-99,-130,1,0,0
0,13,17,12,-4,-292,-16,-80,4,0,0
6,12,6,12,-1,-11,-1,-8,0,0,0
16,14,0,12,0,880,2,10,1,0,1
12,12,17,10,2,780,-49,6,-1,0,0
17,12,8,12,-12,-776,-62,-27,1,0,1
15,1,0,12,18,1986,225,376,-2,0,1
1,12,10,12,12,746,115,190,4,0,1
12,12,8,13,-3,402,18,53,2,0,0
15,14,17,12,-5,774,-14,-60,2,0,0
1,6,3,12,-1,-52,9,25,-1,0,0
5,12,13,12,-28,-440,-115,-228,1,0,0
1,7,5,12,-1,-35,13,65,0,0,1
13,12,17,1,-12,-878,-93,-120,-2,0,0
8,12,13,12,-28,-640,-70,-3,1,0,1
0,12,0,9,4,61,15,-80,2,0,0
10,15,5,12,3,940,27,135,-1,0,0
12,7,15,16,2,-358,-18,-88,-2,0,1
6,12,0,12,2,73,33,125,-2,0,0
6,12,17,5,1,40,-61,-26,4,0,0
14,12,9,12,11,766,207,287,-2,0,1
13,12,10,12,14,715,97,139,-2,0,0
12,12,12,12,3,-470,-80,-85,-3,0,0
14,12,6,5,-6,-515,124,182,-4,0,1
9,13,14,4,-8,-398,-95,-123,-2,0,0
4,12,17,7,-4,-572,-9,-45,-2,0,1
9,13,5,12,-2,-270,0,0,-4,0,1
9,13,11,14,-6,-320,-21,-60,0,0,0
14,12,13,12,-4,-210,2,10,4,0,1
6,12,17,14,-13,-581,-99,-125,0,0,0
15,0,0,16,4,-205,-98,-129,-2,0,0
12,12,16,14,1,445,18,90,0,0,1
9,12,15,17,-9,-360,-114,-200,2,0,0
17,1,16,12,12,78,-73,-60,-2,0,1
10,15,17,12,16,2483,173,195,3,0,1
17,12,8,13,-10,13,208,290,3,0,1
0,7,12,7,-6,-177,-31,-86,-1,0,0
9,14,3,12,16,1161,44,115,-3,0,0
12,12,15,14,2,-1025,-84,-55,-2,0,0
17,12,0,13,-7,-286,209,295,3,0,1
8,12,5,12,3,-81,112,190,-1,0,1
3,12,12,12,-1,-100,-222,36,1,0,1
11,12,0,13,8,1448,141,290,4,0,1
10,12,3,12,-1,100,-6,-30,0,0,1
0,9,2,10,-9,-655,-128,-195,-3,0,0
14,12,2,10,-16,-915,-199,-245,2,0,0
12,12,6,12,-6,-90,-73,-59,-2,0,1
14,4,6,15,0,-348,-54,-132,1,0,1
12,12,10,7,-15,-100,-32,-90,-1,0,1
0,7,17,12,7,221,113,70,-1,0,1
15,7,12,12,12,480,128,255,-2,0,1
14,12,12,12,4,390,95,130,2,0,1
0,13,13,12,-17,-230,18,-63,-2,0,1
12,12,9,7,5,335,191,285,2,0,1
17,12,1,2,5,217,98,150,-4,0,1
17,14,9,12,16,705,109,177,-4,0,0
3,12,13,12,12,1376,175,200,3,0,1
17,12,12,12,8,75,98,200,-2,0,1
6,5,1,7,5,534,65,13,3,0,0
13,2,17,14,6,455,110,179,5,0,1
9,12,10,12,13,-2370,54,3,1,0,1
17,10,0,13,-5,-305,16,45,-2,0,1
10,1,6,7,0,-8,-76,-90,-1,0,0
8,12,9,5,-1,-267,-2,-5,0,0,0
17,11,5,12,11,1698,28,80,0,0,0
0,12,2,7,-19,-2071,-231,-405,0,0,0
1,12,2,10,4,170,96,146,1,0,1
17,12,17,12,-9,-236,116,160,3,0,1
13,1,14,12,1,115,-16,-46,2,0,0
10,7,12,12,5,285,34,95,2,0,1
11,17,15,17,1,526,-29,-85,2,0,0
17,1,12,12,-1,-252,76,218,1,0,0
5,12,12,7,9,483,15,44,-3,0,0
13,12,13,5,14,81,-12,-32,-1,0,0
17,10,12,12,1,107,78,70,1,0,0
9,13,15,1,-15,-1966,-206,-280,-1,0,0
9,12,12,12,-8,-70,39,110,2,0,1
12,7,1,7,-2,-69,-21,-106,0,0,0
0,7,3,12,3,-2,76,64,2,0,0
1,12,15,4,-3,13,-214,-319,-1,-1,1
12,12,6,12,-6,-185,-119,-200,0,0,0
14,4,0,12,10,384,161,313,0,0,1
12,7,17,12,9,276,-50,-112,1,0,0
15,10,14,12,-9,-365,-80,-100,0,0,1
12,7,9,12,-4,-878,-29,-93,-2,0,1
3,12,15,7,-6,-75,7,-42,-4,0,1
9,12,17,7,3,121,88,135,0,0,1
1,5,6,7,-32,-1872,-236,-332,3,-1,0
8,6,12,12,-3,-132,7,35,2,0,0
15,12,14,5,-11,-370,-175,-228,0,0,0
12,12,2,12,-8,187,94,140,2,0,0
9,13,14,12,1,-4,6,30,-4,0,0
4,12,17,10,26,2131,248,392,3,1,1
9,12,6,10,4,65,113,193,2,0,1
17,9,5,12,2,-5,53,15,-2,0,1
4,12,12,4,8,215,146,335,3,0,1
12,12,12,4,8,200,116,250,0,0,1
11,12,6,12,-8,-421,-59,-15,0,0,0
0,6,17,12,8,248,11,55,4,0,1
12,12,17,9,0,-122,50,142,1,0,1
17,7,0,15,-1,-1758,-4,-2,0,0,1
3,12,16,5,-12,-2195,-134,-217,-1,-1,0
3,12,3,12,7,490,47,134,1,0,1
1,6,6,7,-11,-797,-174,-204,1,0,0
10,1,14,12,0,523,13,29,0,0,1
0,12,0,13,2,14,22,-45,-1,0,0
8,12,17,5,-8,-525,-169,-207,4,0,0
9,12,13,17,4,-9,0,-2,-4,0,1
11,7,17,7,-48,-1796,72,40,0,1,1
17,12,1,2,5,-712,-31,-70,-3,0,0
7,2,6,12,-12,-870,-126,-255,5,0,0
0,13,1,7,5,279,-20,-100,-1,0,0
9,13,17,12,2,-1,22,65,-2,0,1
15,12,0,7,6,965,88,146,1,0,1
11,12,0,12,-2,-92,-90,-95,2,0,0
13,12,14,12,21,515,1,33,0,0,0
13,12,9,12,31,592,-64,-52,-1,0,1
17,12,17,12,-11,-183,-54,-155,0,0,0
17,15,17,12,6,715,110,181,3,0,0
8,6,14,12,4,203,182,260,2,0,1
12,12,0,3,10,44,62,41,-2,0,0
12,12,2,6,-20,-2645,-229,-295,-4,-1,0
17,14,10,14,-3,-720,-112,-185,-2,0,1
0,6,15,12,7,145,178,200,1,0,1
17,12,6,12,2,-145,79,90,-1,0,0
17,12,17,2,-36,-3273,-190,-350,-1,-1,0
0,15,0,7,-6,-175,99,115,0,0,0
5,12,11,12,-6,-4548,-21,-59,-5,0,1
13,10,4,12,8,542,167,205,-1,0,1
3,16,0,9,7,1727,108,155,-1,0,1
15,7,5,12,-1,-385,35,162,4,0,1
14,12,15,7,0,-45,47,-65,-3,0,0
10,1,12,4,7,324,81,141,3,0,1
17,10,8,12,2,147,75,89,2,0,1
9,12,5,12,-8,-274,-117,-202,0,0,0
3,12,14,12,4,70,116,221,3,0,1
2,10,15,9,4,322,73,55,1,0,1
13,7,2,11,-22,-3175,-248,-415,-4,-1,0
0,15,3,12,-11,-275,-170,-198,1,0,0
14,12,5,12,-3,-231,-97,-137,-4,0,0
1,7,17,12,8,315,120,215,4,0,1
5,12,6,12,1,125,-27,-79,-4,0,0
12,4,0,10,0,0,42,4,-2,0,0
17,12,15,11,-22,-2205,-45,-227,-1,0,1
5,12,14,12,8,860,68,80,2,0,0
8,13,0,13,5,105,164,195,0,0,1
9,12,3,12,-4,105,-46,16,1,0,1
0,12,2,12,1,-244,91,100,0,0,1
6,5,0,13,8,497,188,274,-1,0,1
9,14,17,9,-1,-1,21,105,-2,0,1
9,12,3,12,0,-9,-87,-130,1,0,0
10,12,0,13,31,9447,250,410,-2,1,1
0,12,16,7,-10,-390,-91,-260,1,0,0
5,12,16,15,-3,-1075,-90,-125,2,0,0
17,12,1,2,127,2380,-95,-100,-2,0,0
4,7,13,7,-3,-370,4,10,2,0,0
13,5,2,7,-63,-1835,-246,-380,1,-1,0
12,7,0,9,-2,-55,-83,-129,-4,0,1
0,12,1,5,-4,-123,-20,-88,-2,0,1
16,10,17,13,87,3961,91,80,0,0,0
2,12,6,10,-1,-2167,-101,-160,-2,0,1
3,7,9,12,7,310,119,175,-2,1,1
17,7,14,12,62,2347,-72,-40,-3,-1,0
9,12,3,12,0,-10,4,21,-3,0,0
13,12,15,5,-7,-2300,-86,-80,-4,-1,0
0,9,9,13,10,193,169,220,1,0,1
3,16,14,12,6,1720,111,165,-1,0,1
17,2,6,12,36,2985,243,365,-1,1,1
9,12,6,12,3,-159,79,90,-2,0,0
7,2,5,16,3,310,3,10,2,0,1
0,7,0,13,0,-16,117,90,2,0,1
5,12,15,12,-9,-2105,-200,-275,-2,-1,0
11,8,9,16,7,78,107,175,-1,0,1
15,12,11,8,3,759,5,15,0,0,0
16,12,17,12,0,436,114,240,2,0,1
9,12,8,13,-4,-100,-51,-2,4,0,0
1,12,0,5,-5,-270,9,25,0,0,0
12,12,8,13,-2,309,328,135,4,0,0
17,12,11,14,-1,3,4,20,2,0,0
9,12,17,12,-2,5,-26,-75,4,0,1
11,7,11,10,-8,-2356,22,50,-3,1,1
9,13,1,16,-9,-631,-108,-172,-4,0,0
10,14,12,7,-2,17,-99,-130,0,0,0
3,12,12,12,3,73,12,35,0,0,0
11,12,12,12,-2,4250,8,24,5,0,0
6,12,6,12,0,742,103,161,-1,0,0
15,12,6,7,5,2055,86,81,-3,1,1
8,12,3,12,-1,-123,-41,70,0,0,1
4,7,16,5,-6,-2120,-16,-35,-1,-1,0
4,7,5,12,-8,-470,-17,-50,1,0,0
4,12,6,12,8,377,95,134,-3,0,0
15,10,9,12,-3,2090,37,-36,-5,0,0
16,12,2,7,-8,4,-112,-190,2,0,0
15,2,0,12,1,161,0,157,5,0,1
12,12,14,12,4,97,12,34,3,0,1
15,14,3,12,8,1480,49,120,2,0,0
14,12,17,12,17,1157,241,355,-3,1,1
1,2,17,12,4,210,-27,-78,0,0,0
12,12,12,12,-4,645,-48,30,1,0,1
11,12,10,1,11,1637,-57,-34,0,0,0
14,12,17,12,-5,-235,-87,-123,0,0,0
17,10,16,14,-1,-4681,-29,-65,0,0,0
4,12,3,12,6,187,-60,-35,1,0,0
0,13,10,12,18,1855,160,195,2,0,1
1,12,12,7,7,352,97,169,2,0,1
6,17,17,12,-28,-1570,-32,-70,3,0,0
5,16,17,4,8,455,96,275,2,0,1
1,7,15,0,-2,-104,10,50,-1,0,1
0,12,17,12,-3,-647,108,170,4,0,1
0,9,15,17,1,-2,62,25,4,0,1
14,12,11,12,15,1135,245,375,-4,1,1
10,8,17,12,-1,585,-112,-192,1,0,0
12,12,10,14,8,188,100,158,0,0,1
0,12,15,17,2,145,2,5,0,0,1
5,1,1,6,7,1010,-2,-5,4,0,0
17,10,5,14,2,504,97,125,0,0,0
17,10,12,12,2,-45,-5,-15,0,0,0
17,8,10,12,10,322,14,70,4,0,0
9,13,9,12,-26,-561,-174,-210,-4,0,0
6,16,13,2,-1,3485,97,106,-2,1,1
17,12,3,12,4,303,-74,-65,-2,0,0
6,12,11,12,11,1291,10,30,-3,0,1
17,12,17,12,8,-58,1,2,-3,0,1
11,7,12,12,14,519,210,327,0,1,1
0,17,3,12,-7,-649,-118,-211,2,0,0
17,12,1,12,-6,-205,-119,-200,-1,0,0
6,12,12,12,-6,-570,-15,-76,0,0,1
17,12,17,12,-4,-195,-111,-184,-3,0,0
17,9,16,14,3,-1475,69,60,0,0,1
16,8,5,12,-6,-335,-114,-185,1,0,0
1,12,6,12,-6,-63,-121,-285,2,0,0
2,10,12,12,16,942,123,180,1,0,1
3,12,1,7,-8,-335,-67,-190,-4,0,1
0,3,17,12,-3,-519,-5,-26,2,0,1
13,1,0,12,0,115,5,24,-1,0,1
17,10,9,4,1,13,2,8,-2,0,0
0,12,6,14,-12,-306,-165,-321,0,0,0
15,1,17,16,3,1175,31,70,-2,0,1
14,7,12,7,-1,2,14,69,1,0,1
5,12,17,12,-5,-10,-113,-193,-4,0,0
13,12,0,12,24,503,121,264,-1,0,1
0,12,12,4,4,157,113,210,0,0,1
12,7,0,12,-10,-445,-105,-150,4,0,0
2,7,15,10,56,-935,83,185,2,1,1
13,12,4,12,4,1,-62,-31,-5,0,0
12,12,9,1,-7,-486,-164,-220,0,0,0
1,8,17,12,-1,23,17,50,0,0,0
8,1,17,7,5,1025,109,180,-1,0,0
17,12,12,7,0,64,-78,-81,2,0,0
0,16,12,12,-8,60,22,64,0,0,1
17,4,0,15,-2,-120,-89,-255,0,0,1
0,7,0,13,-4,195,20,-55,0,0,0
3,12,17,10,-1,-200,6,14,-1,0,0
0,9,6,12,-8,-136,-85,-120,0,0,0
13,1,3,12,-4,-40,-67,-44,0,0,1
8,13,3,12,-2,-1385,-101,-135,-3,0,0
8,6,17,14,-5,-670,-52,-150,4,0,0
11,12,12,12,-11,-3605,-128,-236,5,0,0
12,12,0,12,7,226,9,58,0,0,1
0,5,17,15,5,306,5,15,-1,0,1
12,7,9,1,-1,-306,4,8,2,0,1
6,12,15,12,-7,-835,-31,-90,-2,0,0
17,12,13,10,-1,-284,-62,-35,4,0,0
10,3,9,5,-9,-790,-74,-59,-1,0,0
9,13,17,12,4,86,170,207,-1,0,1
0,12,17,12,0,82,88,86,1,0,1
12,12,15,5,-10,-2260,-20,-45,-1,-1,0
11,10,15,10,21,2710,179,230,3,0,1
12,7,11,7,-5,-148,-54,-20,1,0,0
17,9,0,12,6,225,47,135,0,0,1
5,12,11,17,0,-636,-12,-25,2,0,0
17,12,5,12,-11,-496,107,135,-1,0,1
15,10,6,5,1,855,-5,-15,-2,0,0
17,14,1,11,0,460,3,10,-3,0,0
17,1,13,5,-2,-116,-8,-22,-1,0,0
0,7,5,12,-3,-118,-81,-65,1,0,1
17,14,0,9,17,770,110,180,-3,0,0
13,1,16,12,7,105,21,60,-1,0,0
11,7,17,13,8,99,194,245,0,1,1
10,12,12,7,5,2590,5,15,-1,0,0
6,12,14,12,-7,-506,15,42,0,0,0
8,6,0,16,-5,-482,-36,-80,0,0,0
14,12,6,5,-6,-185,-84,-115,2,0,0
17,10,2,10,-5,-200,-119,-170,-2,0,0
15,17,11,12,6,792,115,200,3,0,1
12,12,17,12,-8,-153,-50,-250,-2,0,0
0,8,8,13,-7,-393,-142,-264,2,0,0
17,10,5,12,-6,-185,-45,-126,0,0,0
6,12,15,5,-4,-1785,-84,-73,1,-1,0
14,4,2,12,-10,169,37,-22,2,0,0
14,12,9,12,11,395,162,195,2,0,1
11,12,6,10,19,2360,116,180,2,0,1
15,12,0,13,-6,190,-88,-100,3,0,0
8,12,17,12,12,254,96,141,-1,0,0
0,10,5,12,-10,-443,-106,-189,2,0,0
9,1,17,7,7,679,112,205,0,0,1
1,11,2,7,-11,-1760,-91,-90,3,0,1
3,12,17,12,1,-5,-10,-50,-4,0,0
17,12,3,7,-11,-436,-198,-266,0,-1,0
4,12,9,12,-3,-815,20,57,2,0,0
1,7,17,10,-2,-355,28,80,3,0,1
11,10,4,12,-2,-10,-63,-73,1,0,1
17,12,4,12,2,267,8,40,-1,0,0
12,12,11,7,-3,158,-98,-115,1,-1,0
11,12,16,14,-1,-867,1,5,2,0,1
17,7,1,12,8,179,98,149,-2,0,0
12,12,10,2,-11,-673,-104,-150,2,0,0
14,12,11,12,10,771,209,295,-1,0,1
13,7,0,9,8,455,99,130,1,0,1
9,13,0,7,-1,-147,-10,-29,-3,0,0
0,3,4,12,2,65,105,172,3,0,1
6,12,16,14,2,88,-208,-292,2,-1,0
15,16,15,10,7,775,113,195,2,0,0
14,12,3,12,1,-135,-5,-10,-1,0,1
17,8,0,7,0,160,-118,-76,-1,0,0
15,10,4,12,85,2085,28,140,-1,0,1
15,12,10,14,0,-65,-2,-10,1,0,0
6,16,13,12,-2,3227,104,126,-1,1,1
15,17,14,12,-8,-255,-79,-94,5,0,0
17,12,11,12,-4,-207,-121,-211,0,0,0
17,12,2,11,-26,-3185,-232,-335,-4,-1,0
12,12,9,1,2,300,-31,-90,-1,0,1
17,5,1,5,7,422,160,162,-4,0,1
17,7,17,10,17,2181,112,177,-1,0,1
6,17,12,12,9,1890,227,385,4,1,1
5,16,11,14,-2,134,25,70,3,0,0
14,12,12,12,-4,-208,-98,-148,-2,0,0
13,12,14,12,15,19,-60,-48,-1,0,1
1,2,12,12,-3,123,-66,-60,2,0,0
12,12,15,16,7,-367,99,132,0,0,1
2,7,6,12,-10,-1774,-89,-90,1,-1,0
17,12,10,12,-27,-9270,-160,-265,1,-1,0
2,7,2,6,-21,-3094,-134,-190,-2,-1,0
16,15,0,16,9,2342,76,65,1,0,1
2,11,17,12,19,3000,155,255,3,1,1
17,12,2,12,3,81,82,105,0,0,1
8,12,17,14,-7,-741,1,5,3,0,1
9,12,9,12,-28,-564,-182,-248,0,0,0
15,17,17,12,0,607,75,0,0,0,1
0,12,17,10,0,58,3,17,2,0,0
17,2,1,7,6,1125,64,30,-3,0,1
8,12,17,12,-3,-189,-166,-205,1,0,0
7,2,4,12,-5,-155,-135,-280,0,0,0
12,12,1,2,-13,-1525,-105,-130,0,0,1
13,1,9,4,10,609,119,220,-1,0,1
6,5,6,12,3,135,80,96,3,0,1
0,12,3,12,2,82,98,137,-1,0,1
9,1,3,12,8,714,108,186,-3,0,0
10,16,17,7,-58,-1946,-11,-32,4,0,1
0,12,4,12,0,6,12,-23,1,0,1
14,12,0,9,0,-51,204,295,3,1,1
17,12,17,12,4,607,13,28,3,0,0
17,7,1,12,-7,-415,-102,-160,2,0,0
9,12,9,12,-1,-191,-120,-207,-2,0,0
17,12,17,12,-133,-3730,-21,-60,-2,0,1
3,7,9,13,2,38,94,148,1,0,1
17,12,0,12,16,773,167,325,-1,0,1
0,16,12,12,-4,-135,19,55,2,0,1
16,8,1,14,4,10,99,160,0,0,0
6,7,2,7,5,-426,-9,-20,-2,1,0
5,1,15,16,7,-2040,-11,-30,2,0,1
6,12,15,17,-6,-215,-103,-145,0,0,0
3,4,2,3,-27,-3428,-155,-249,1,-1,1
6,12,2,14,-3,-210,-128,-195,-2,-1,0
12,7,2,7,-3,-736,-50,-112,2,0,0
12,7,16,15,10,-208,-4,-20,-2,0,0
15,10,14,4,2,654,20,102,-1,0,1
0,12,12,12,-15,-4423,-38,-140,2,0,0
15,10,13,12,1,750,72,65,0,0,1
0,7,12,7,5,19,103,136,-3,0,0
2,12,13,12,12,1287,110,183,2,0,1
9,12,17,12,-5,-112,-28,-80,-1,0,1
2,12,9,7,10,3,-147,-160,-1,0,0
0,12,9,7,4,245,15,44,2,0,0
12,12,14,12,12,476,106,162,0,0,1
10,7,5,12,10,-439,132,273,1,0,1
0,9,0,6,-13,-435,-186,-240,0,0,0
17,10,4,12,9,741,181,235,1,0,1
17,9,14,4,-3,-176,-53,-58,0,0,0
12,12,5,16,-6,-296,-74,-305,0,0,0
9,12,17,12,-9,-1565,-87,-82,3,-1,1
12,7,17,12,8,349,-61,-38,-3,0,1
8,9,12,12,10,385,19,54,3,0,0
2,6,16,10,-60,-700,127,170,3,1,1
3,12,10,1,1,-168,-60,-22,0,0,0
12,7,17,2,-37,-3341,-162,-269,0,-1,0
6,12,10,12,-4,80,-95,-135,4,0,0
17,8,6,12,7,-474,-98,-135,2,0,0
15,17,12,7,-1,155,-58,-34,2,0,0
1,16,17,12,10,613,56,160,2,0,1
6,5,5,12,2,990,75,63,0,0,0
3,12,0,16,2,-235,-116,-221,-1,0,0
10,12,9,13,11,2855,-48,10,0,0,0
0,12,0,7,0,217,14,81,2,0,1
12,9,12,12,-3,48,-63,-35,0,0,1
17,7,0,13,1,2,9,45,0,0,0
15,12,1,14,5,985,79,102,-1,0,0
11,17,9,12,-19,876,1,2,-2,0,0
2,6,2,12,12,1795,36,80,-1,1,1
8,12,12,12,-5,-193,-82,-47,-2,0,0
2,12,2,12,-2,1357,110,185,4,0,0
5,12,5,12,5,670,157,155,0,0,0
14,12,12,7,-4,-144,-68,-73,-1,0,0
11,12,12,7,-6,587,-97,-138,4,0,0
15,16,9,13,4,3270,42,120,3,0,0
8,12,17,12,-5,-230,-74,-25,-2,0,0
11,12,16,12,-8,-1640,-123,-185,2,-1,1
2,7,3,12,3,360,98,120,2,0,0
0,7,17,12,5,270,-74,2,-4,0,1
17,12,6,7,-17,-586,9,20,3,-1,1
16,14,14,12,-4,-295,204,270,0,1,1
15,17,17,12,1,-215,-8,-39,3,0,1
17,15,8,7,8,798,103,147,1,0,1
17,12,9,13,14,250,30,85,0,0,0
17,12,9,13,2,55,6,31,-4,0,1
2,10,8,12,0,195,-27,-135,2,0,0
9,12,12,7,3,-20,79,75,-3,0,0
0,7,17,12,6,61,43,6,0,0,0
6,5,6,12,6,530,84,108,2,0,1
9,13,17,12,5,23,73,70,-3,0,1
6,12,0,12,4,100,105,300,0,0,1
8,1,16,14,4,128,110,185,1,0,1
0,3,15,17,-5,-817,-10,-28,-1,0,1
2,3,15,17,16,2490,131,180,-1,1,1
12,7,3,8,0,14,-98,-162,2,0,0
6,5,9,4,6,214,86,125,-1,0,1
8,6,17,7,-3,-64,1,5,2,0,0
0,12,15,17,1,62,80,45,2,0,1
12,12,7,2,16,4520,140,295,-5,0,1
0,12,16,4,0,62,18,20,0,0,1
1,12,13,5,-6,-319,-106,-160,1,0,0
17,12,12,7,-4,55,-152,-148,-4,0,0
3,7,17,7,-8,-230,-4,-2,2,0,1
9,12,6,12,8,133,80,95,-1,0,1
0,7,13,12,2,125,50,30,0,0,1
5,12,5,14,8,243,123,230,2,0,1
12,12,3,12,1,230,127,252,-2,0,1
0,7,17,12,-134,-3660,3,-105,-2,0,1
2,12,0,5,-7,-365,-17,-48,4,0,0
12,7,0,16,2,-81,45,-10,-1,0,1
3,12,17,12,-5,-230,-116,-209,1,0,0
9,13,1,11,0,-135,146,85,2,0,0
0,13,17,15,-1,-65,1,-150,-4,0,0
0,12,11,17,-8,-792,-69,-197,3,0,0
12,12,17,14,-7,-285,102,155,4,0,1
0,15,13,12,-9,-155,-110,-175,4,0,1
14,12,6,12,-3,-395,-101,-135,-2,0,0
12,14,9,16,5,-685,-12,-34,-3,0,0
12,7,14,7,7,303,9,17,-3,0,0
16,14,9,12,0,539,4,20,-1,0,0
12,12,3,12,5,91,68,20,1,0,0
12,12,11,10,-14,-2860,-113,-170,-1,0,0
17,12,11,12,6,-1210,-10,0,-2,0,0
14,12,10,12,3,115,73,70,4,0,1
12,12,3,12,1,5,92,145,-2,0,1
12,14,5,12,0,-290,17,50,1,0,1
10,8,12,12,14,2416,-3,-7,4,0,0
17,14,1,14,-4,330,13,38,-5,0,1
9,1,3,12,9,554,74,75,0,0,0
14,12,12,12,-3,-7,-78,-110,-2,0,0
12,7,1,12,7,113,162,265,1,0,1
9,11,6,12,-3,60,-106,-161,3,0,0
8,12,8,13,-9,9,-55,30,1,0,0
17,12,9,13,1,167,-121,10,5,0,1
6,12,15,10,5,-570,31,90,-1,0,1
9,1,14,12,6,468,100,145,0,0,0
11,17,14,12,5,392,-203,-290,-1,-1,0
9,12,12,10,-4,-319,-85,-107,-1,0,0
6,12,14,12,5,230,56,162,3,0,1
9,12,13,12,-3,-107,30,85,3,0,1
0,12,17,12,4,135,74,84,2,0,0
12,12,13,7,-8,-185,-80,-60,0,0,0
9,12,10,15,-10,-890,-100,-135,5,0,1
0,9,12,7,-7,-307,-22,-62,4,0,0
2,6,14,4,28,3234,266,482,2,1,1
9,11,14,12,17,1265,106,159,-1,0,1
9,12,9,12,-1,-48,-99,-155,-1,0,0
9,12,0,15,-2,-147,44,-15,0,0,1
17,11,12,17,7,885,22,65,-3,0,0
0,12,5,12,-7,-240,-107,-305,-2,0,0
1,12,12,12,-1,44,7,40,0,0,0
12,12,17,12,7,424,-112,-148,0,0,1
17,12,10,14,-6,-795,-7,-20,-1,0,0
17,12,13,0,3,219,159,170,-2,0,1
16,15,12,12,17,3558,181,240,2,0,1
0,13,11,7,1,140,-55,-25,-1,0,0
14,7,10,12,-3,-312,-84,-92,4,0,0
15,12,12,12,11,909,122,240,-1,0,1
12,12,17,12,-53,-1280,52,-5,1,0,1
2,14,15,2,6,140,198,238,-3,1,1
4,12,1,12,4,-51,112,199,1,0,1
15,12,0,7,-3,510,-7,-20,0,0,0
0,9,12,12,-8,-216,-90,-135,-4,0,0
4,12,15,10,7,-100,188,252,5,0,1
17,12,17,12,4,178,79,91,0,0,1
10,12,6,12,0,256,4,21,0,0,0
5,12,17,7,-15,-2120,-100,-117,4,0,0
0,7,2,11,-16,-2894,-160,-270,-3,-1,0
16,5,17,12,14,2205,195,250,1,1,1
12,4,17,14,-18,-775,-134,-300,1,0,0
16,14,14,12,5,4895,100,113,-2,0,1
6,12,12,12,2,68,5,26,4,0,0
3,12,8,13,-1,219,80,95,4,0,1
0,9,17,12,-33,-3315,-77,-170,2,-1,1
0,7,5,12,1,-166,102,129,-1,0,0
0,12,10,7,4,-98,89,70,-1,0,0
10,12,12,12,1,-45,-83,-85,-3,0,0
17,12,12,12,5,235,121,243,-4,0,0
17,12,17,1,-4,-33,-98,-138,1,0,1
2,12,8,12,13,1495,183,165,4,0,0
6,12,17,12,4,36,1,4,0,0,0
9,13,3,12,-3,-141,-104,-163,-5,0,0
14,12,6,5,-6,-1155,-68,-43,0,0,0
10,2,8,12,2,109,-54,-155,-1,0,0
9,4,0,12,-4,-171,-95,-120,2,0,0
5,12,11,12,-12,-2090,-14,-20,0,0,1
10,12,6,12,29,9365,228,301,-3,1,1
0,7,9,12,-9,-772,-88,-101,2,0,0
0,12,17,12,-3,-93,-23,-114,1,0,0
3,12,9,12,-15,-1191,-134,-272,0,0,0
6,12,10,16,-1,-29,-115,-193,0,0,0
10,12,14,12,2,332,-195,-250,-2,-1,0
17,12,9,12,-3,65,14,41,0,0,1
3,12,8,13,3,794,112,187,4,0,1
11,17,1,7,6,855,63,5,1,0,0
16,12,5,12,-9,12,-5,-15,4,0,0
10,12,17,12,-10,-308,-112,-205,-4,0,0
6,5,3,12,6,513,4,13,2,0,1
15,4,0,16,0,-273,-69,16,1,0,0
3,7,0,13,1,18,111,233,4,0,1
8,12,15,12,3,-170,31,155,-3,0,1
14,12,17,12,-17,-1835,-190,-225,4,-1,0
8,9,17,12,-7,-265,-111,-186,2,0,0
9,1,15,12,0,-690,44,-35,0,0,1
9,12,8,6,4,259,87,130,1,0,1
0,16,11,12,10,740,209,295,0,0,1
17,2,6,12,25,2565,66,146,2,1,0
3,12,2,10,-1,-53,-1,-5,-1,0,1
17,12,11,12,-16,-4974,-118,-204,-3,0,1
3,12,2,12,10,1211,85,88,-2,0,1
16,14,1,12,-9,-459,107,135,0,1,1
0,12,12,12,-4,-101,-70,-200,5,0,0
10,12,17,13,5,411,61,-5,-1,0,0
15,11,14,6,23,2210,-166,-79,1,-1,0
4,7,15,14,3,-1160,84,105,1,0,1
12,7,0,12,-5,-232,-120,-231,0,0,0
17,12,13,7,-10,-441,-17,-50,5,0,1
6,12,13,12,-29,-551,-97,-139,0,0,0
0,12,10,1,-4,-123,-19,-97,-4,0,0
12,7,9,13,5,265,74,74,0,0,1
13,2,15,10,-70,-1285,96,109,5,0,0
8,12,6,5,-4,-532,-87,-123,-2,0,0
8,6,17,12,-5,-120,-12,-35,3,0,0
8,12,2,14,-13,-590,-183,-165,-1,-1,0
11,12,14,4,-1,2081,-65,-38,0,0,0
4,12,17,12,2,-2,1,5,1,0,0
15,16,0,9,10,1470,111,185,-1,0,0
12,7,3,12,-15,-1368,-193,-289,-3,0,0
17,12,17,12,6,242,125,270,2,0,1
14,12,17,2,-13,-1470,-125,-204,0,0,0
2,6,12,7,16,2892,148,238,3,1,1
9,5,15,16,15,1430,191,230,1,1,1
11,10,9,12,-22,-72,-80,-78,-3,0,0
